日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2023-07-31,944449.0,112478623.0,122.5,124.5,113.5,116.5,X0.00,838.0
2023-08-01,378883.0,44760889.0,117.0,123.5,115.0,115.0,-1.50,391.0
2023-08-02,390079.0,42785730.0,113.5,116.0,106.0,107.0,-8.00,367.0
2023-08-04,223971.0,22936403.0,106.0,106.0,100.0,101.5,-5.50,291.0
2023-08-07,175992.0,17421666.0,101.5,101.5,96.8,100.5,-1.00,193.0
2023-08-08,141353.0,13865891.0,100.5,100.5,97.1,97.7,-2.80,147.0
2023-08-09,53192.0,5183826.0,98.6,98.8,97.0,97.3,-0.40,71.0
2023-08-10,74450.0,7358029.0,97.1,100.0,97.1,98.7,+1.40,82.0
2023-08-11,76642.0,7409242.0,98.5,98.5,95.6,95.6,-3.10,92.0
2023-08-14,207444.0,18468276.0,94.0,94.0,86.1,88.4,-7.20,244.0
2023-08-15,41211.0,3590794.0,87.0,87.5,86.7,87.2,-1.20,44.0
2023-08-16,27918.0,2399724.0,86.1,87.0,85.0,87.0,-0.20,43.0
2023-08-17,54012.0,4848786.0,87.0,91.1,87.0,91.0,+4.00,51.0
2023-08-18,29013.0,2636284.0,91.0,92.3,90.2,90.4,-0.60,31.0
2023-08-21,13000.0,1168900.0,88.0,90.5,88.0,90.5,+0.10,12.0
2023-08-22,36002.0,3237279.0,89.6,90.4,89.6,89.6,-0.90,24.0
2023-08-23,33377.0,3054560.0,90.0,92.9,90.0,92.6,+3.00,37.0
2023-08-24,23000.0,2134500.0,93.5,93.6,91.5,93.5,+0.90,21.0
2023-08-25,11226.0,1040832.0,92.2,93.0,92.2,93.0,-0.50,76.0
2023-08-28,12000.0,1109600.0,92.5,93.0,92.2,92.6,-0.40,12.0
2023-08-29,25026.0,2315025.0,93.5,93.5,91.7,91.7,-0.90,28.0
2023-08-30,6385.0,588672.0,91.9,92.5,91.9,92.5,+0.80,15.0
2023-08-31,18113.0,1693163.0,92.5,94.0,92.5,92.9,+0.40,28.0
2023-09-01,37055.0,3518306.0,92.0,96.5,92.0,95.0,+2.10,49.0
2023-09-04,8025.0,749679.0,93.0,94.0,93.0,93.5,-1.50,9.0
2023-09-05,27260.0,2541855.0,93.0,94.0,93.0,93.3,-0.20,29.0
2023-09-06,15000.0,1383900.0,93.2,93.2,92.0,92.9,-0.40,15.0
2023-09-07,10015.0,940296.0,92.0,95.5,92.0,93.2,+0.30,11.0
2023-09-08,12000.0,1127700.0,93.8,94.4,93.8,93.9,+0.70,11.0
2023-09-11,34000.0,3178500.0,93.2,93.8,93.2,93.4,-0.50,31.0
2023-09-12,11000.0,1031500.0,93.5,93.8,93.5,93.8,+0.40,11.0
2023-09-13,46022.0,4381019.0,93.8,97.0,93.8,96.8,+3.00,43.0
2023-09-14,36435.0,3589416.0,96.8,99.7,96.8,98.6,+1.80,45.0
2023-09-15,35574.0,3555312.0,99.5,102.0,99.1,99.5,+0.90,47.0
2023-09-18,45455.0,4520333.0,99.2,100.0,98.2,99.5, 0.00,59.0
2023-09-19,39029.0,3824515.0,99.0,99.0,96.2,98.0,-1.50,38.0
2023-09-20,16120.0,1583866.0,99.5,99.5,98.0,98.1,+0.10,27.0
2023-09-21,37100.0,3664485.0,98.9,99.5,97.9,99.5,+1.40,42.0
2023-09-22,128838.0,13277574.0,99.5,105.5,99.5,104.5,+5.00,137.0
2023-09-25,56245.0,5692406.0,101.5,102.0,100.0,101.5,-3.00,101.0
2023-09-26,64323.0,6457706.0,101.5,101.5,100.0,100.0,-1.50,54.0
2023-09-27,25000.0,2498300.0,99.5,100.0,99.5,100.0, 0.00,22.0
2023-09-28,31119.0,3132519.0,100.0,102.0,100.0,100.0, 0.00,33.0
2023-10-02,30006.0,3018607.0,101.0,101.0,100.0,100.5,+0.50,18.0
2023-10-03,45242.0,4483760.0,99.6,99.6,98.8,99.0,-1.50,46.0
2023-10-04,17010.0,1666490.0,98.0,98.1,97.8,97.8,-1.20,17.0
2023-10-05,10026.0,987545.0,98.1,98.9,98.1,98.5,+0.70,9.0
2023-10-06,9004.0,892196.0,98.6,99.3,98.6,98.8,+0.30,12.0
2023-10-11,30204.0,2934794.0,97.0,97.9,96.6,96.6,-2.20,32.0
2023-10-12,33045.0,3201660.0,97.1,97.1,96.8,96.8,+0.20,25.0
2023-10-13,5068.0,494496.0,98.6,98.6,96.5,97.9,+1.10,7.0
2023-10-16,32094.0,3074544.0,94.3,97.0,94.3,96.3,-1.60,28.0
2023-10-17,12000.0,1148200.0,96.3,96.8,95.0,95.0,-1.30,11.0
