日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2010-01-04,5507501.0,301559354.0,55.5,55.8,54.1,54.2,-1.00,2393.0
2010-01-05,7667297.0,422440607.0,56.0,56.1,54.3,54.3,+0.10,2974.0
2010-01-06,6644505.0,362225605.0,54.9,55.3,54.0,54.2,-0.10,2100.0
2010-01-07,6324134.0,333685807.0,54.6,54.7,51.5,51.7,-2.50,2847.0
2010-01-08,5893315.0,302716622.0,51.8,52.5,50.8,52.2,+0.50,2352.0
2010-01-11,3547085.0,183976869.0,52.5,52.5,51.5,51.9,-0.30,1353.0
2010-01-12,4915562.0,258530006.0,52.2,53.0,52.0,52.9,+1.00,1966.0
2010-01-13,4531426.0,234549012.0,52.3,52.5,51.2,51.7,-1.20,2034.0
2010-01-14,4406014.0,228449302.0,51.7,52.2,51.3,51.9,+0.20,1605.0
2010-01-15,3964979.0,207604508.0,52.0,53.0,51.8,52.3,+0.40,1710.0
2010-01-18,9304907.0,494544108.0,52.0,53.8,51.7,53.5,+1.20,3480.0
2010-01-19,9688557.0,523565792.0,54.9,55.0,53.0,53.5, 0.00,3828.0
2010-01-20,4237051.0,226439771.0,54.3,54.4,52.5,52.5,-1.00,1904.0
2010-01-21,3192170.0,165757249.0,52.1,52.8,51.5,51.5,-1.00,1613.0
2010-01-22,3387816.0,172339462.0,50.6,51.8,50.5,50.7,-0.80,1450.0
2010-01-25,2276569.0,115761257.0,50.4,51.3,50.3,50.5,-0.20,995.0
2010-01-26,4450614.0,217053911.0,51.0,51.3,47.0,47.4,-3.10,2000.0
2010-01-27,4408803.0,214153048.0,48.0,49.45,47.4,48.2,+0.80,2013.0
2010-01-28,3021360.0,149794536.0,49.0,50.5,48.8,49.7,+1.50,1456.0
2010-01-29,1986860.0,97069364.0,48.5,49.25,48.5,49.2,-0.50,932.0
2010-02-01,1440768.0,70057387.0,49.2,49.6,48.2,48.55,-0.65,729.0
2010-02-02,2736372.0,133949671.0,49.25,49.8,48.05,48.25,-0.30,1329.0
2010-02-03,3137934.0,150504574.0,48.65,49.1,47.0,48.25, 0.00,1512.0
2010-02-04,4395020.0,217678980.0,49.6,50.0,49.0,49.0,+0.75,2031.0
2010-02-05,3275391.0,153191677.0,46.0,47.9,46.0,46.85,-2.15,1647.0
2010-02-06,1841711.0,85035110.0,46.85,47.0,44.7,46.1,-0.75,956.0
2010-02-08,1382621.0,64940743.0,46.1,47.5,46.1,47.1,+1.00,793.0
2010-02-09,2562727.0,124762458.0,47.1,49.6,46.8,49.4,+2.30,1348.0
2010-02-10,2858186.0,141777053.0,49.6,50.1,49.0,49.45,+0.05,1448.0
2010-02-22,1611628.0,80443102.0,50.5,50.9,49.1,49.55,+0.10,685.0
2010-02-23,1271545.0,62245117.0,49.55,49.55,48.5,49.0,-0.55,652.0
2010-02-24,1010149.0,49492801.0,48.7,49.35,48.2,48.75,-0.25,629.0
2010-02-25,1765000.0,86343795.0,49.05,49.8,48.1,48.2,-0.55,921.0
2010-02-26,1301178.0,62734944.0,48.25,48.7,47.7,47.8,-0.40,628.0
2010-03-01,2130849.0,104764966.0,48.1,49.95,48.1,49.15,+1.35,1127.0
2010-03-02,5575202.0,281165473.0,49.5,51.1,49.35,49.9,+0.75,2475.0
2010-03-03,2089217.0,104078472.0,50.2,50.4,49.5,49.55,-0.35,996.0
2010-03-04,2780758.0,139288153.0,49.55,50.7,49.5,49.75,+0.20,1320.0
2010-03-05,1612690.0,80587542.0,50.7,50.7,49.6,49.85,+0.10,838.0
2010-03-08,2010693.0,100445682.0,50.5,50.6,49.75,49.85, 0.00,843.0
2010-03-09,1407929.0,70368100.0,49.85,50.3,49.55,50.0,+0.15,665.0
2010-03-10,2437363.0,122864732.0,50.5,50.9,50.0,50.0, 0.00,1195.0
2010-03-11,1600804.0,80418062.0,50.3,50.7,49.55,49.65,-0.35,748.0
2010-03-12,1585773.0,79162424.0,49.8,50.3,49.65,49.65, 0.00,784.0
2010-03-15,1717055.0,84222568.0,50.0,50.1,48.45,48.5,-1.15,898.0
2010-03-16,893923.0,43693839.0,48.55,49.15,48.55,48.8,+0.30,435.0
2010-03-17,1612815.0,79874729.0,49.0,49.8,49.0,49.8,+1.00,789.0
2010-03-18,4719193.0,239166038.0,50.0,51.2,49.9,50.5,+0.70,1978.0
2010-03-19,5110971.0,262321492.0,51.2,51.8,50.6,51.5,+1.00,2147.0
2010-03-22,2669573.0,136595227.0,51.2,51.5,50.6,51.5, 0.00,1098.0
2010-03-23,3837557.0,199329235.0,52.0,52.5,51.2,51.2,-0.30,1500.0
