日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2010-01-04,1946234.0,26938352.0,13.65,14.0,13.55,13.8,+0.30,485.0
2010-01-05,1170773.0,16065783.0,13.9,14.0,13.5,13.55,-0.25,314.0
2010-01-06,893863.0,12203083.0,13.55,13.95,13.55,13.7,+0.15,277.0
2010-01-07,1093383.0,14811340.0,13.7,13.8,13.35,13.4,-0.30,302.0
2010-01-08,779361.0,10402114.0,13.4,13.55,13.2,13.35,-0.05,244.0
2010-01-11,4446563.0,62859813.0,14.0,14.25,13.6,14.25,+0.90,961.0
2010-01-12,2531820.0,35798012.0,14.5,14.5,13.85,13.85,-0.40,626.0
2010-01-13,1026500.0,14130273.0,13.85,14.0,13.7,13.7,-0.15,305.0
2010-01-14,1433151.0,19518200.0,13.7,13.8,13.5,13.7, 0.00,350.0
2010-01-15,978670.0,13383459.0,13.7,13.8,13.55,13.7, 0.00,253.0
2010-01-18,872960.0,11894056.0,13.5,13.7,13.5,13.6,-0.10,238.0
2010-01-19,3223005.0,46022268.0,13.6,14.55,13.6,14.5,+0.90,744.0
2010-01-20,6637418.0,99025119.0,14.8,15.35,14.1,15.0,+0.50,1393.0
2010-01-21,5226859.0,74091360.0,14.7,14.85,13.95,14.2,-0.80,992.0
2010-01-22,1793000.0,24620950.0,13.6,14.0,13.6,14.0,-0.20,444.0
2010-01-25,1512306.0,20992090.0,13.8,14.15,13.65,13.75,-0.25,428.0
2010-01-26,3412007.0,44373688.0,13.8,13.9,12.8,12.8,-0.95,702.0
2010-01-27,2477309.0,29904092.0,12.8,12.8,11.95,11.95,-0.85,557.0
2010-01-28,1876005.0,22802410.0,11.5,12.6,11.5,12.2,+0.25,368.0
2010-01-29,793812.0,9535844.0,12.0,12.25,11.8,12.0,-0.20,198.0
2010-02-01,2098408.0,26460172.0,12.0,12.8,11.95,12.8,+0.80,312.0
2010-02-02,8535950.0,116155022.0,13.65,13.65,13.15,13.65,+0.85,1368.0
2010-02-03,3296170.0,45359576.0,14.0,14.0,13.5,13.55,-0.10,799.0
2010-02-04,1572000.0,20875999.0,13.65,13.65,13.1,13.3,-0.25,396.0
2010-02-05,2494012.0,31566950.0,12.8,13.1,12.4,12.45,-0.85,516.0
2010-02-06,1646211.0,20415419.0,12.5,13.0,11.7,12.9,+0.45,423.0
2010-02-08,2415472.0,31852523.0,12.9,13.5,12.7,13.5,+0.60,545.0
2010-02-09,4341787.0,60229824.0,13.5,14.2,13.2,14.05,+0.55,736.0
2010-02-10,1914741.0,26802624.0,14.4,14.4,13.85,13.85,-0.20,510.0
2010-02-22,3996896.0,56604022.0,14.3,14.35,13.85,14.3,+0.45,823.0
2010-02-23,1963079.0,27199059.0,14.2,14.2,13.7,13.75,-0.55,518.0
2010-02-24,887510.0,12149382.0,13.5,13.9,13.4,13.65,-0.10,306.0
2010-02-25,958500.0,13154347.0,13.85,13.9,13.6,13.7,+0.05,312.0
2010-02-26,1952532.0,26458451.0,13.7,13.95,13.25,13.5,-0.20,527.0
2010-03-01,1381600.0,18814559.0,13.65,13.8,13.5,13.6,+0.10,308.0
2010-03-02,898070.0,12203239.0,13.75,13.75,13.45,13.45,-0.15,259.0
2010-03-03,3720998.0,51911720.0,13.55,14.25,13.45,13.9,+0.45,807.0
2010-03-04,1744307.0,23805724.0,13.9,14.0,13.4,13.5,-0.40,491.0
2010-03-05,1567444.0,21378820.0,13.55,13.9,13.55,13.55,+0.05,355.0
2010-03-08,1383169.0,18706114.0,13.55,13.75,13.35,13.45,-0.10,388.0
2010-03-09,881605.0,11950366.0,13.5,13.65,13.45,13.6,+0.15,248.0
2010-03-10,768427.0,10450534.0,13.7,13.7,13.5,13.6, 0.00,204.0
2010-03-11,777892.0,10591299.0,13.7,13.75,13.4,13.4,-0.20,230.0
2010-03-12,858901.0,11453976.0,13.5,13.6,13.2,13.35,-0.05,263.0
2010-03-15,533817.0,7086541.0,13.4,13.5,13.05,13.05,-0.30,161.0
2010-03-16,570193.0,7501535.0,13.1,13.25,13.05,13.15,+0.10,166.0
2010-03-17,585384.0,7803437.0,13.2,13.45,13.2,13.3,+0.15,195.0
2010-03-18,679097.0,9228557.0,13.75,13.75,13.5,13.6,+0.30,237.0
2010-03-19,468240.0,6267951.0,13.6,13.6,13.25,13.35,-0.25,166.0
2010-03-22,1095741.0,14889111.0,13.35,13.8,13.25,13.7,+0.35,275.0
2010-03-23,561111.0,7546373.0,13.7,13.7,13.35,13.35,-0.35,161.0
2010-03-24,5154300.0,65374850.0,13.0,13.2,12.45,12.5,-0.85,1146.0
2010-03-25,1156038.0,14250318.0,12.4,12.5,12.15,12.4,-0.10,340.0
2010-03-26,646088.0,8048635.0,12.45,12.55,12.3,12.4, 0.00,189.0
2010-03-29,930200.0,11666077.0,12.4,12.75,12.4,12.5,+0.10,224.0
2010-03-30,709843.0,8990527.0,12.8,12.8,12.6,12.6,+0.10,211.0
2010-03-31,1420870.0,19110698.0,13.45,13.45,13.45,13.45,+0.85,393.0
2010-04-01,2902453.0,41650189.0,14.35,14.35,14.35,14.35,+0.90,728.0
2010-04-02,8516392.0,124149563.0,15.3,15.3,13.7,13.85,-0.50,2023.0
2010-04-06,2388471.0,32925455.0,14.0,14.15,13.5,13.6,-0.25,616.0
2010-04-07,1357592.0,18745268.0,13.6,14.05,13.55,13.85,+0.25,379.0
2010-04-08,1061090.0,14595972.0,14.0,14.0,13.6,13.75,-0.10,328.0
2010-04-09,985682.0,13695544.0,13.85,14.1,13.6,13.9,+0.15,316.0
2010-04-12,2409936.0,34013104.0,14.05,14.3,13.95,14.1,+0.20,608.0
2010-04-13,2363372.0,33336511.0,14.25,14.35,13.75,13.8,-0.30,596.0
2010-04-14,986050.0,13659436.0,13.9,14.0,13.75,13.85,+0.05,266.0
2010-04-15,1289951.0,18095617.0,14.0,14.2,13.9,13.95,+0.10,347.0
2010-04-16,1609108.0,22853262.0,14.05,14.4,14.05,14.1,+0.15,465.0
2010-04-19,1434500.0,19604973.0,13.9,14.05,13.2,13.25,-0.85,411.0
2010-04-20,896657.0,12111451.0,13.6,13.7,13.1,13.5,+0.25,290.0
2010-04-21,915517.0,12635681.0,13.8,13.9,13.65,13.75,+0.25,208.0
2010-04-22,674189.0,9328405.0,13.75,14.0,13.6,13.9,+0.15,219.0
2010-04-23,495384.0,6884148.0,13.9,14.0,13.8,13.9, 0.00,140.0
2010-04-26,1967708.0,27649488.0,14.05,14.15,13.95,14.0,+0.10,429.0
